idiom,masked_text,candidates
آتش بیار معرکه,"برای رسیدن به قهرمانی، 11 بازی دیگر داریم و باید در این 11 بازی و همچنین جام حذفی، با آرامش پیش برویم، چون ما دنبال یک جام نیستیم، هر دو جام را می‌خواهیم
مدیرعامل باشگاه استقلال خاطرنشان کرد: من 40 سال در عرصه‌های مختلف کار کردم، اما سخت‌ترین دورانم را در این سه ماه استقلال گذراندم
شب که می‌خوابید، یک مانع ایجاد می‌کنند و صبح که بیدار می‌شوید، یک مانع و این از سمت کسانی است که می‌خواهند استقلال قهرمان نشود
حالا یکسری بیرون آتش بیار هستند، ما که خودمان نباید <<MASKED_IDIOM>> شویم
امروز صبح که وریا غفوری را به دفترم دعوت کردم، خبرنگاری می‌گفت خیلی سؤال دارم و به او گفتم آیا به نظر شما قهرمانی استقلال از همه این مسائل مهمتر نیست
گفت چرا و من گفتم پس تمام
استقلال ابتدا باید قهرمان شود که موضوع اصلی من است و برای آن کوتاه نمی‌آیم","['قشقرق به پا کردن', 'مته به خشخاش گذاشتن', 'پاچه گیر', 'استخوان لای زخم گذاشتن', 'موش دواندن', 'بز خر', 'زبان دراز', 'دل به دریا زدن', 'دایه مهربان تر از مادر', 'شاخ شمشاد']"
آتش بیار معرکه,"از روزی که آمدم به عشق شهرم و به‌عنوان یک سرباز آمدم، چون خودم را مدیون فوتبال این شهر می‌دانم
نمی‌خواهم بگویم تیم‌های متمولی من را می‌خواستند، اما قبل از پیوستن به پدیده نفت مسجدسلیمان و صنعت نفت با من صحبت کرده بودند و من برای کمک کردن به اینجا آمدم
ترجیح دادم به پدیده بیایم و مشکلات را هم می‌دانستم، اما قول حل شدن این مشکلات را داده بودند که مشکل بین مالکیت و هیئت فوتبال حل شود
این مشکلات یک کدخدامنشی می‌خواهد که متأسفانه در شهر ما نیست و خیلی‌ها <<MASKED_IDIOM>> هستند
مهاجری تصریح کرد: در جایگاهی نیستم که بخواهم برای کسی تصمیم بگیرم، اما برای خودم و تیمم می‌توانم تصمیم‌گیری کنم
به هر دلیلی فصل گذشته در بحث مارکتینگ مشکلاتی پیش آمده بود و حالا هم تیم به مالکیت گذشته برگشته است
حرف من این است که یا نباید تیم را بدهید یا وقتی این اتفاقات رخ داده، باید بدانید چه کار کنید","['دو به هم زنی', 'یک کلاغ چهل کلاغ', 'تیکه انداختن', 'یک رو', 'پارازیت', 'قمر در عقرب', 'گند زدن', 'خاکسترنشین', 'ایراد بنی اسرائیلی', 'سربه نیست']"
آتش سوزاندن,"خطیب نماز جمعه این هفته تهران گفت: برخی گروه‌های منحرف که ما آنها را شیعه انگلیسی می‌‌دانیم در بین صفوف مردم عراق نفوذ کرده‌اند که مردم این کشور باید هوشیار باشند
به گزارش عصرایران به نقل از خبرگزاری تسنیم، آیت‌الله محمدعلی موحدی‌کرمانی خطیب نماز جمعه این هفته تهران در خطبه‌‌های دوم این نماز در سخنانی، به تحولات عراق و لبنان اشاره کرد و گفت: مردم عراق در طول 100 سال اخیر به دلیل ساختار غلط برنامه منظم شده و توزیع بودجه در فقر و تبعیض به سر می‌برند، بودجه کشور بین احزاب و گروه‌ها و فراکسیون‌‌ها توزیع می‌شود، مردم عملا بهره‌ای از بودجه ندارند
وی با بیان اینکه مردم عراق در تجمعات خیابانی‌شان خواهان عدالت و حل مشکلات بودند و هستند، اظهار داشت: مرجعیت محترم عراق، دولت را موظف به اصلاحات و رسیدگی به اعتراضات کرده‌اند، در عین حال آنچه در روزهای اخیر شاهد بودیم و شنیدیم، فقط اعتراض و مطالبه اصلاحات اقتصادی نبود، دشمنان عراق هم بیکار ننشته‌اند و از گوشه‌ای وارد شده‌اند و در بعضی شهرها، به‌خصوص بصره و عماره، به خشونت روی آورده‌اند و مردم مظلوم و بی‌گناه را مورد حمله قرار داده‌اند و جمع کثیری را کشته و عده‌ بیشماری را مجروح کردند، حتی بعضی از متدینین را قطعه‌قطعه کرده و بعضی را در <<MASKED_IDIOM>>د؛ توجه کنیم که دشمنان مترصد فرصتی است که بر موج سوار شود و این اوضاع را به‌وجود می‌آورد
خطیب نماز جمعه این هفته تهران ادامه داد: سفیر آمریکا هم در عراق، طبق اطلاعی که پیدا کرده‌ایم، به صورت علنی از خشونت حمایت می‌کند و به صراحت نیروهای انتظامی عراق را از کنترل این رفتارها منع می‌کند و این در حالی است که دولت آمریکا در طول 16 سال گذشته، روزانه بیش از یک میلیون بشکه نفت از عراق، تحت عنوان غرامت جنگی، بهره می‌گیرد
آیت‌الله موحدی‌کرمانی، یکی از عوامل اصلی مشکلات اقتصادی مردم عراق را آمریکای جنایتکار قلمداد کرد و گفت: مردم عراق تحت زعامت مرجعیت و در چارچوب قوانین و دولت قانونی خود، راه اصلاح واقعی را می‌شناسند و توان حل مسائل را دارند، کما‌ اینکه در سال‌‌های گذشته هم توانستند بحران امنیت را حل کنند
وی اضافه کرد: در اعتراضات عراق، بعضی گروه‌های منحرف که ما آنها را شیعه انگلیسی می‌دانیم هم نفوذ کرده و به‌خصوص در کربلا و بصره و عماره، جنایاتی را مرتکب شدند که مردم عراق باید هوشیار بوده و صفوف خود را از آنها جدا کنند","['ترکوندن', 'دندان تیز کردن', 'دامن زدن', 'موش دواندن', 'به خاک سیاه نشستن', 'قوی پنجه', 'خوش و بش کردن', 'برگ سبز', 'شیله و پیله', 'نان به هم قرض دادن']"
آتش سوزاندن,"عضو کمیته حقیقت یاب سازمان ملل در امور میانمار تصریح کرد: ارتش میانمار کودکان روهینگیائی را زنده‌زنده سوزاند
به گزارش خبرگزاری مهر، رازقه کوماراسوامی عضو کمیته حقیقت یاب سازمان ملل متحد در امور میانمار در گفتگو با خبرگزاری آناتولی اعلام کرد: ارتش میانمار به کودکان راخینی (مسلمانان روهینگیا) ظلم و ستم کردند؛ برخی آنها را از خانواده جدا کردند و بسیاری را نیز زنده‌ زنده در <<MASKED_IDIOM>>د
عضو کمیته حقیقت یاب سازمان ملل متحد در امور میانمار در این مصاحبه که در حاشیه «کنفرانس بین المللی مسئولیت حفاظت از میانمار» در نیویورک درباره ظلم نظامیان این کشور به مسلمانان راخین انجام شد گفت: بر اساس گزارش کمیته حقیقت یاب سازمان ملل متحد در امور میانمار در سپتامبر ۲۰۱۸ ، نقض گسترده حقوق مسلمانان و دیگر اقلیت های این منطقه انجام گرفته است
وی در ادامه تصریح کرد: شواهدی دال بر ارتکاب جرایم جنگی نیز وجود دارد
ما در زمینه حقوق بشر فعالیت داریم و نمی‌ توانیم مجرمان را مجازات کنیم","['اتش افروزی', 'به خاک سیاه نشاندن', 'سرویس کردن', 'ترکوندن', 'دندان تیز کردن', 'دیوار حاشا بلند است', 'شق القمر', 'روغن سوزی', 'پنبه کردن', 'مته به خشخاش گذاشتن']"
آتش سوزاندن,"مرهم سرطان، بيماري هاي ايدز پوستي، و مانند آن، شايد درانبوه همين درختان به خاكسترمي نشيند
مقدمه اي بر مصاحبه
شايد اين فقدان گونه هاي منفرد و گياهان سر به مهر، به زوال علم پزشكي بينجامد
اما به <<MASKED_IDIOM>> هزاران هزار كيلومترمربع جنگل و سازواره هايي كه درآن زندگي مي كنند، اينك درقالباثر گلخانه اي بر هر دري سربرمي آورد
انيدريدكربنيك جنگل هاي افروخته تابش خورشيدرا به بند مي كشد و بدين ترتيبجو را چنان گرم مي كند كه تمدن را به خطر افكنده است
درواقع برخي از دانشمندان مي گويند كه تغييرات شديد آبو هوايي، در چند دهه انگشت شمار، كمربند سبز امريكاي شمالي را براي هميشه به صحرايي غبارآلود بدل خواهد كرد و در همان حال، طغيان آب بر بسياري از جزاير اقيانوس آرام و سواحل آسيا از شاليزارهاي حاصلخيز خواهد كاست و احتمالا ظرفيت توليد خوراك را به خطر خواهد انداخت
الكساندر كوك برن الكساندر كوك برن: گمان مي كنم ابتدا لازم باشد از آنچه در جنگل هاي آبگير آمازون دارداتفاق مي افتد تصويري به دست بدهيد","['به خاک سیاه نشاندن', 'ترمز بریدن', 'دوره وانفسا', 'گره خوردن', 'پنجه کردن', 'خواب خرگوشی', 'طوطی وار', 'دست انداختن', 'یک تیر و دو نشان', 'با حلوا حلوا گفتن دهان شیرین نمی شود']"
آتش سوزاندن,"در آستانه زمستان، مراقب آتش باشيم توصيه ها و هشدارهاي كارشناسان براي پيشگيري از آتش سوزي در فصل زمستان براي مقابله با خطرات احتمالي آتش سوزي، بايد حداقل يك خاموش كننده پودري استاندارد در خانه ها وواحدهاي تجاري وجود داشته باشد اشاره در طول هزاره ها آتش يار و ياور آدمي بوده است، اما از آنجا كه خوي طبيعي <<MASKED_IDIOM>> است، به همين اندازه درگيري و مبارزه نيز ميان انسان وآتش وجود داشته است
اكنون در واپسين ماه خزان قرار داريم و دير يا زود سوز سرما از راه مي رسد و آتش در اجاق ها و بخاري هاي گوناگون در خانه، كارگاه، مغازه و يا اداره برافروخته مي شود، تا از ما در برابر سرماي زمستان محافظت كند
اما در گرماگرم همنشيني مطبوع، ناگهان آتش زبانه مي كشد و كاشانه اي را در لهيب شعله هاي خود مي سوزاند
هر سال زيان هايي كه بر اثر حوادث ناشي از آتش سوزي به مردم وارد مي شود، بسيار سنگين و جبران ناپذير است","['آتش بیار معرکه', 'مدینه گفتی و کردی کبابم', 'خود کرده را تدبیر نیست', 'دست کج', 'دادن جان', 'ناک اوت', 'گوشه زدن', 'بی سر و پا', 'جیم شدن', 'بالای چشمت ابروست']"
آتش سوزاندن,"سازمان اف
بي
آي ماموراني را براي دستگيري اين سارقان به قبرستان نيواورلئان فرستاده است
مراسم سوزاندن جادوگران برپا شد آفريقاي جنوبي - روستائيان در ايالت كيپ آفريقاي جنوبي چهار زن را به جرم جادوگري زنده در <<MASKED_IDIOM>>د
به گفته پليس ايالت كيپ روستائيان، جادوگران را بالاي بام يك كلبه روستايي هدايت كردند و با ريختن بنزين روي بام كلبه را به آتش كشيدند
چهار زن جادوگر متهم كه از 71 64 تا سال سن داشتند زنده در آتش سوختند و اين در حالي است كه روستائيان اطراف براي تماشا در اطراف كلبه جمع شده بودند
خبرگزاري فرانسه در باره اين رويداد مي نويسد به سبب فقر فرهنگي و عقبماندگي سنتي جادوگري در ميان ساكنان روستاهاي دورافتاده آفريقاي جنوبي طرفداراني دارد اما گاه اتفاق مي افتد كه مردم خشمگين از كارهاي جادوگران كلافه مي شوند و به آنها حمله مي برند","['تر و خشک با هم سوختن', 'دود از کنده بلند می شود', 'از کوره در رفتن', 'وروره جادو', 'پر کشیدن', 'سوتی', 'دست تنگ', 'هر کی هر کی', 'ماست مالی کردن', 'چوب لای چرخ گذاشتن']"
آتش سوزاندن,"به گزارش گروه رسانه های  ، حسین شریعتمداری در روزنامه کیهان نوشت: ابتدا، آنچه در این نوشته کوتاه آمده است و فقط ‌اندکی از بسیارهاست را بخوانید و سپس کلاه خود را قاضی کرده و درباره نتیجه‌ای که در انتهای این وجیزه گرفته شده است قضاوت بفرمائید؛  1- قتل عام ده‌ها هزار انسان بی‌گناه، سربریدن اسیران، زنده زنده در <<MASKED_IDIOM>> آنان، به اسارت بردن زنان و فروش آنها به عنوان برده و
فقط گوشه‌ای از جنایات هولناکی است که تروریست‌های تکفیری داعش مرتکب شده‌اند
این جنایات هرگز قابل انکار نیست، چرا که داعشی‌ها نه فقط، بدون کمترین پرده‌پوشی و یا احساس شرم و حیا، از تمامی این جنایات وحشیانه فیلم و عکس گرفته و منتشر کرده‌اند، بلکه با افتخار از این جنایات یاد کرده و می‌کنند
2- داعشی‌ها، بارها به صراحت اعلام کرده بودند که هدف نهایی آنها مردم ایران هستند و حتی بعد از قتل عام‌ها و جنایات وحشتناکی که در عراق مرتکب شده بودند تا 75 کیلومتری مرزهای ایران هم آمده بودند","['پرپر زدن', 'آتش بیار معرکه', 'زخم زدن', 'دندان تیز کردن', 'سربه نیست', 'ردیف کردن', 'تپق زدن', 'حاتم بخشی', 'روغن سوزی', 'چشم و دل سیر']"
آتش سوزاندن,"تکلیف کشورهای خارجی و دشمن مشخص است
آنها از هیچ فرصتی برای ضربه زدن به جمهوری اسلامی ایران نمی‌گذرند
این دسته از واکنش‌دهندگان هیچ ابایی ندارند در یمن، غزه، عراق، سوریه و
زن و کودک و پیر و جوان را سلاخی کنند، مردم این کشورها را به موش‌های آزمایشگاهی برای آزمایش سلاح‌های غیرمتعارف خود تبدیل کنند، آل‌سعود، پدر جد تروریست‌های تکفیری را (که به صدها هزار زن و کودک تجاوز کردند و سرشان را از تن جدا کردند و زنده زنده در <<MASKED_IDIOM>>د) روی کرسی ریاست حقوق بشر سازمان ملل بنشانند، پرونده سیاهی در تجاوز به زنان حتی در راهروهای پارلمان داشته باشند(اعتراف‌های جرمی کوربین، رئیس ‌حزب کارگر انگلیس)، میزبان قاتلان وحشی  17 هزار شهید ایرانی باشند و همزمان مدعی شوند، از‌ گریه کردن یک نوجوان 17 ساله، وجدانشان به درد آمده است
تصورش را بکنید، کشوری خواستار تحریم ایران به خاطر‌ گریه این دختر شده که رئیس‌جمهورش جزو زن‌ستیزترین و فاسدترین‌های دنیاست
این دسته از «واکنش‌دهندگان» ممکن است همزمان نیم‌نگاهی هم به وضعیت اقتصادی و سیاسی کشورمان داشته باشند
به هر تقدیر مسئولین کشور در سه قوه حرکت دیرهنگام اما بسیار خوبی را برای برخورد با تروریست‌های اقتصادی و مفسدان و فتنه‌گران آغاز کرده‌اند که در صورت ادامه می‌تواند، بخشی از مشکلات را حل کند","['نقره داغ کردن', 'زخم زدن', 'سیاه سوخته', 'دق کردن', 'نیش زدن', 'مرغ همسایه غاز است', 'چای شیرین', 'پز دادن', 'پایه بودن', 'یقه سفید']"
آتش گرفتن,"رییس مرکز اطلاع رسانی پلیس راهور تهران بزرگ از <<MASKED_IDIOM>> یک دستگاه سواری بنز در بزرگراه امام علی (ع) خبرداد
به گزارش ایسنا، سرهنگ علی اصغر شریفی درباره این حادثه گفت: عصر روز گذشته یک دستگاه سواری بنز کلاس سی در حال حرکت در مسیر جنوب به شمال بزرگراه امام علی (ع) در محدوده شمال شرق تهران بود که ناگهان دچار حریق شد
وی ادامه داد: درپی این حادثه بلافاصله عوامل پلیس راهنمایی و رانندگی که در نزدیکی محل حضور داشتند وارد عمل شدند
خوشبختانه راننده خودرو نیز موفق شد جان خود را نجات داده و از خودرو خارج شود، اما خودرو به طور کامل در آتش سوخت","['دود از کنده بلند می شود', 'خانه خراب', 'کولاک کردن', 'چراغ سبز نشان دادن', 'فیل هوا کردن', 'بی رگ', 'هفت خط', 'ساده لوح', 'حرف مفت زدن', 'دست کج']"
