proverb,normalized,source,tokens
چت کردن,چت کردن,ostovar_idioms,"['چت', 'کردن']"
دادن حال,دادن حال,ostovar_idioms,"['دادن', 'حال']"
خط دادن,خط دادن,ostovar_idioms,"['خط', 'دادن']"
خط زدن,خط زدن,ostovar_idioms,"['خط', 'زدن']"
رکب خوردن,رکب خوردن,ostovar_idioms,"['رک', '##ب', 'خوردن']"
کردن سه,کردن سه,ostovar_idioms,"['کردن', 'سه']"
شیرین زدن,شیرین زدن,ostovar_idioms,"['شیرین', 'زدن']"
فر زدن,فر زدن,ostovar_idioms,"['فر', 'زدن']"
قاط زدن,قاط زدن,ostovar_idioms,"['قاط', 'زدن']"
قاطی کردن,قاطی کردن,ostovar_idioms,"['قاطی', 'کردن']"
کف ریختن,کف ریختن,ostovar_idioms,"['کف', 'ریختن']"
کالس گذاشتن,کالس گذاشت#گذار,ostovar_idioms,"['کالس', 'گذاشت', '[UNK]', 'گذار']"
کلید کردن,کلید کردن,ostovar_idioms,"['کلید', 'کردن']"
نخ دادن,نخ دادن,ostovar_idioms,"['نخ', 'دادن']"
آمپر چسباندن,امپر چسباندن,ostovar_idioms,"['امپر', 'چسباندن']"
دادن پا,دادن پا,ostovar_idioms,"['دادن', 'پا']"
تخم کردن,تخم کردن,ostovar_idioms,"['تخم', 'کردن']"
بندری زدن,بندر زدن,ostovar_idioms,"['بندر', 'زدن']"
پاچه خاراندن,پاچه خاراندن,ostovar_idioms,"['پاچه', 'خاراندن']"
ردیف کردن,ردیف کردن,ostovar_idioms,"['ردیف', 'کردن']"
زر زدن,زر زدن,ostovar_idioms,"['زر', 'زدن']"
الو انداختن,الو انداختن,ostovar_idioms,"['الو', 'انداختن']"
الو ترکاندن,الو ترکاندن,ostovar_idioms,"['الو', 'ترکاندن']"
الیی کشیدن,ال کشیدن,ostovar_idioms,"['ال', 'کشیدن']"
ضایع کردن,ضایع کردن,ostovar_idioms,"['ضایع', 'کردن']"
آشنایي دادن,اشنا دادن,ostovar_idioms,"['اشنا', 'دادن']"
افاده فروختن,افاده فروختن,ostovar_idioms,"['افاده', 'فروختن']"
افالس افتادن,افالس افتادن,ostovar_idioms,"['اف', '##الس', 'افتادن']"
بار انداختن,بار انداختن,ostovar_idioms,"['بار', 'انداختن']"
پر در آوردن,پر در اوردن,ostovar_idioms,"['پر', 'در', 'اوردن']"
پرسه زدن,پرسه زدن,ostovar_idioms,"['پرسه', 'زدن']"
پف كردن,پف کردن,ostovar_idioms,"['پف', 'کردن']"
چشم انداختن,چشم انداختن,ostovar_idioms,"['چشم', 'انداختن']"
چونه زدن,چونه زدن,ostovar_idioms,"['چون', '##ه', 'زدن']"
حرف در آوردن,حرف در اوردن,ostovar_idioms,"['حرف', 'در', 'اوردن']"
خشك زدن,خشک زدن,ostovar_idioms,"['خشک', 'زدن']"
خیز برداشتن,خیز برداشتن,ostovar_idioms,"['خیز', 'برداشتن']"
باج سبیل دادن,باج سبیل دادن,ostovar_idioms,"['باج', 'سبیل', 'دادن']"
نیش زدن,نیش زدن,ostovar_idioms,"['نیش', 'زدن']"
"بازار گرمی 
کردن",بازار گرمی کردن,ostovar_idioms,"['بازار', 'گرمی', 'کردن']"
بامبول در آوردن,بامبول در اوردن,ostovar_idioms,"['بامبو', '##ل', 'در', 'اوردن']"
بامبول زدن,بامبول زدن,ostovar_idioms,"['بامبو', '##ل', 'زدن']"
زمین خوردن,زمین خوردن,ostovar_idioms,"['زمین', 'خوردن']"
پاپوش دوختن,پاپوش دوختن,ostovar_idioms,"['پاپوش', 'دوختن']"
پرپر زدن,پرپر زدن,ostovar_idioms,"['پرپر', 'زدن']"
پرده پوشی کردن,پرده پوشید#پوش کردن,ostovar_idioms,"['پرده', 'پوشید', '[UNK]', 'پوش', 'کردن']"
پس افتادن,پس افتادن,ostovar_idioms,"['پس', 'افتادن']"
پس شاشیدن,پس شاشیدن,ostovar_idioms,"['پس', 'شا', '##شیدن']"
پنچر کردن,پنچر کردن,ostovar_idioms,"['پنچر', 'کردن']"
تخم گذاشتن,تخم گذاشت#گذار,ostovar_idioms,"['تخم', 'گذاشت', '[UNK]', 'گذار']"
تاوان پس دادن,تاوان پس دادن,ostovar_idioms,"['تاوان', 'پس', 'دادن']"
تخت خوابیدن,تخت خوابیدن,ostovar_idioms,"['تخت', 'خوابیدن']"
ترکمون زدن,ترکمون زدن,ostovar_idioms,"['ترکم', '##ون', 'زدن']"
جر زدن,جر زدن,ostovar_idioms,"['جر', 'زدن']"
جفتک انداختن,جفتک انداختن,ostovar_idioms,"['جفت', '##ک', 'انداختن']"
جفنگ گفتن,جفنگ گفتن,ostovar_idioms,"['جف', '##نگ', 'گفتن']"
جیک زدن,جیک زدن,ostovar_idioms,"['جیک', 'زدن']"
جیم زدن,جیم زدن,ostovar_idioms,"['جیم', 'زدن']"
چاپ زدن,چاپ زدن,ostovar_idioms,"['چاپ', 'زدن']"
چو انداختن,چو انداختن,ostovar_idioms,"['چو', 'انداختن']"
حرص خوردن,حرص خوردن,ostovar_idioms,"['حرص', 'خوردن']"
حرص زدن,حرص زدن,ostovar_idioms,"['حرص', 'زدن']"
حساب پس دادن,حساب پس دادن,ostovar_idioms,"['حساب', 'پس', 'دادن']"
حالجی کردن,حالجی کردن,ostovar_idioms,"['حال', '##جی', 'کردن']"
"خرده شیشه 
داشتن",خرده‌شیشه داشتن,ostovar_idioms,"['خرده', '##شیشه', 'داشتن']"
خون کردن,خون کردن,ostovar_idioms,"['خون', 'کردن']"
درز گرفتن,درز گرفتن,ostovar_idioms,"['درز', 'گرفتن']"
دلخوری داشتن,دلخوری داشتن,ostovar_idioms,"['دلخوری', 'داشتن']"
دم در آوردن,دم در اوردن,ostovar_idioms,"['دم', 'در', 'اوردن']"
ذوق کردن,ذوق کردن,ostovar_idioms,"['ذوق', 'کردن']"
رفتن کف,رفتن کف,ostovar_idioms,"['رفتن', 'کف']"
رو انداختن,رو انداختن,ostovar_idioms,"['رو', 'انداختن']"
رو داشتن,رو داشتن,ostovar_idioms,"['رو', 'داشتن']"
سر در آوردن,سر در اوردن,ostovar_idioms,"['سر', 'در', 'اوردن']"
سنگ انداختن,سنگ انداختن,ostovar_idioms,"['سنگ', 'انداختن']"
سوسه آمدن,سوسه امدن,ostovar_idioms,"['سوسه', 'امدن']"
"صغرا کبرا 
چیدن",صغرا کبرا چیدن,ostovar_idioms,"['صغر', '##ا', 'کبرا', 'چیدن']"
قاپ زدن,قاپ زدن,ostovar_idioms,"['قاپ', 'زدن']"
قار قار کردن,قار قار کردن,ostovar_idioms,"['قار', 'قار', 'کردن']"
قپی آمدن,قپی امدن,ostovar_idioms,"['ق', '##پی', 'امدن']"
قمپز در کردن,قمپز در کردن,ostovar_idioms,"['قم', '##پز', 'در', 'کردن']"
لب برچیدن,لب برچیدن,ostovar_idioms,"['لب', 'برچیدن']"
لب گزیدن,لب گزیدن,ostovar_idioms,"['لب', 'گزیدن']"
لک لک کردن,لک‌لک کردن,ostovar_idioms,"['لکل', '##ک', 'کردن']"
لیچار گفتن,لیچار گفتن,ostovar_idioms,"['لیچ', '##ار', 'گفتن']"
نم پس دادن,نم پس دادن,ostovar_idioms,"['نم', 'پس', 'دادن']"
آب باز کردن,اب باز کردن,ostovar_idioms,"['اب', 'باز', 'کردن']"
آب برداشتن,اب برداشتن,ostovar_idioms,"['اب', 'برداشتن']"
دادن آب,دادن اب,ostovar_idioms,"['دادن', 'اب']"
دیدن آب,دیدن اب,ostovar_idioms,"['دیدن', 'اب']"
آب گوزیدن,اب گوزیدن,ostovar_idioms,"['اب', 'گوز', '##یدن']"
آتش سوزاندن,اتش سوزاندن,ostovar_idioms,"['اتش', 'سوزاندن']"
آشنا در آمدن,اشنا در امدن,ostovar_idioms,"['اشنا', 'در', 'امدن']"
آلودگی بهم زدن,الودگی بهم زدن,ostovar_idioms,"['الودگی', 'بهم', 'زدن']"
ابرو آمدن,ابرو امدن,ostovar_idioms,"['ابرو', 'امدن']"
لنگ کردن,لنگ کردن,ostovar_idioms,"['لنگ', 'کردن']"
اتر زدن,اتر زدن,ostovar_idioms,"['اتر', 'زدن']"
اجابت گرفتن,اجابت گرفتن,ostovar_idioms,"['اجابت', 'گرفتن']"
خدمت رفتن,خدمت رفتن,ostovar_idioms,"['خدمت', 'رفتن']"
احلیل زدن,احلیل زدن,ostovar_idioms,"['اح', '##لیل', 'زدن']"
احلیل خوردن,احلیل خوردن,ostovar_idioms,"['اح', '##لیل', 'خوردن']"
از آمدن,از امدن,ostovar_idioms,"['از', 'امدن']"
استخوان داشتن,استخوان داشتن,ostovar_idioms,"['استخوان', 'داشتن']"
اسم در آوردن,اسم در اوردن,ostovar_idioms,"['اسم', 'در', 'اوردن']"
اطوار ریختن,اطوار ریختن,ostovar_idioms,"['اطوار', 'ریختن']"
اطوار در آوردن,اطوار در اوردن,ostovar_idioms,"['اطوار', 'در', 'اوردن']"
اطوار آمدن,اطوار امدن,ostovar_idioms,"['اطوار', 'امدن']"
افاقه کردن,افاقه کردن,ostovar_idioms,"['افاقه', 'کردن']"
تلپ شدن,تلپ شدن,ostovar_idioms,"['تل', '##پ', 'شدن']"
افه آمدن,افه امدن,ostovar_idioms,"['افه', 'امدن']"
امتحان پس دادن,امتحان پس دادن,ostovar_idioms,"['امتحان', 'پس', 'دادن']"
بال در آوردن,بال در اوردن,ostovar_idioms,"['بال', 'در', 'اوردن']"
گند باال آوردن,گند باال اوردن,ostovar_idioms,"['گند', 'با', '##ال', 'اوردن']"
خیت باال آوردن,خیت باال اوردن,ostovar_idioms,"['خی', '##ت', 'با', '##ال', 'اوردن']"
"حساب باال 
آوردن",حساب باال اوردن,ostovar_idioms,"['حساب', 'با', '##ال', 'اوردن']"
منبر رفتن,منبر رفتن,ostovar_idioms,"['منبر', 'رفتن']"
بچگی کردن,بچگی کردن,ostovar_idioms,"['بچگی', 'کردن']"
بچه انداختن,بچه انداختن,ostovar_idioms,"['بچه', 'انداختن']"
"بچه درست 
کردن",بچه درست کردن,ostovar_idioms,"['بچه', 'درست', 'کردن']"
بخار داشتن,بخار داشتن,ostovar_idioms,"['بخار', 'داشتن']"
مو برداشتن,مو برداشتن,ostovar_idioms,"['مو', 'برداشتن']"
فیوز پراندن,فیوز پراندن,ostovar_idioms,"['فیوز', 'پراند', '##ن']"
برق پراندن,برق پراندن,ostovar_idioms,"['برق', 'پراند', '##ن']"
برگ انداختن,برگ انداختن,ostovar_idioms,"['برگ', 'انداختن']"
برگ زدن,برگ زدن,ostovar_idioms,"['برگ', 'زدن']"
برو برو داشتن,برو برو داشتن,ostovar_idioms,"['برو', 'برو', 'داشتن']"
بز آوردن,بز اوردن,ostovar_idioms,"['بز', 'اوردن']"
بز گرفتن,بز گرفتن,ostovar_idioms,"['بز', 'گرفتن']"
بلبلی خواندن,بلبلی خواندن,ostovar_idioms,"['بلبلی', 'خواندن']"
بمب انداختن,بمب انداختن,ostovar_idioms,"['بمب', 'انداختن']"
بند کردن,بند کردن,ostovar_idioms,"['بند', 'کردن']"
رگ کردن,رگ کردن,ostovar_idioms,"['رگ', 'کردن']"
غوغا کردن,غوغا کردن,ostovar_idioms,"['غوغا', 'کردن']"
قیامت کردن,قیامت کردن,ostovar_idioms,"['قیامت', 'کردن']"
کوالک کردن,کوالک کردن,ostovar_idioms,"['کوال', '##ک', 'کردن']"
پا انداختن,پا انداختن,ostovar_idioms,"['پا', 'انداختن']"
پا در آوردن,پا در اوردن,ostovar_idioms,"['پا', 'در', 'اوردن']"
پارتی داشتن,پارتی داشتن,ostovar_idioms,"['پارتی', 'داشتن']"
پدر در آوردن,پدر در اوردن,ostovar_idioms,"['پدر', 'در', 'اوردن']"
پر کشیدن,پر کشیدن,ostovar_idioms,"['پر', 'کشیدن']"
پز آمدن,پز امدن,ostovar_idioms,"['پز', 'امدن']"
تقاص پس دادن,تقاص پس دادن,ostovar_idioms,"['تقاص', 'پس', 'دادن']"
پشک انداختن,پشک انداختن,ostovar_idioms,"['پش', '##ک', 'انداختن']"
پک زدن,پک زدن,ostovar_idioms,"['پک', 'زدن']"
لنگر انداختن,لنگر انداختن,ostovar_idioms,"['لنگر', 'انداختن']"
پولتیک زدن,پولتیک زدن,ostovar_idioms,"['پولت', '##یک', 'زدن']"
پوست کندن,پوست کندن,ostovar_idioms,"['پوست', 'کندن']"
پیچ خوردن,پیچ خوردن,ostovar_idioms,"['پیچ', 'خوردن']"
پیشانی داشتن,پیشانی داشتن,ostovar_idioms,"['پیشانی', 'داشتن']"
پیه آوردن,پیه اوردن,ostovar_idioms,"['پیه', 'اوردن']"
تاب برداشتن,تاب برداشتن,ostovar_idioms,"['تاب', 'برداشتن']"
تاپاله چسباندن,تاپاله چسباندن,ostovar_idioms,"['تاپ', '##اله', 'چسباندن']"
دور برداشتن,دور برداشتن,ostovar_idioms,"['دور', 'برداشتن']"
شلتاق کردن,شلتاق کردن,ostovar_idioms,"['شلت', '##اق', 'کردن']"
میدان گرفتن,میدان گرفتن,ostovar_idioms,"['میدان', 'گرفتن']"
تخم کاشتن,تخم کاشتن,ostovar_idioms,"['تخم', 'کاشتن']"
تر زدن,تر زدن,ostovar_idioms,"['تر', 'زدن']"
بهانه تراشیدن,بهانه تراشیدن,ostovar_idioms,"['بهانه', 'تراشیدن']"
دشمن تراشیدن,دشمن تراشیدن,ostovar_idioms,"['دشمن', 'تراشیدن']"
خرج تراشیدن,خرج تراشیدن,ostovar_idioms,"['خرج', 'تراشیدن']"
تشر زدن,تشر زدن,ostovar_idioms,"['تشر', 'زدن']"
تک افتادن,تک افتادن,ostovar_idioms,"['تک', 'افتادن']"
توپ آمدن,توپ امدن,ostovar_idioms,"['توپ', 'امدن']"
تیارت در آوردن,تیار در اوردن,ostovar_idioms,"['تیار', 'در', 'اوردن']"
افتادن جا,افتادن جا,ostovar_idioms,"['افتادن', 'جا']"
یکه خوردن,یکه خوردن,ostovar_idioms,"['یکه', 'خوردن']"
جان گرفتن,جان گرفتن,ostovar_idioms,"['جان', 'گرفتن']"
دادن جان,دادن جان,ostovar_idioms,"['دادن', 'جان']"
جان داشتن,جان داشتن,ostovar_idioms,"['جان', 'داشتن']"
جواب پس دادن,جواب پس دادن,ostovar_idioms,"['جواب', 'پس', 'دادن']"
جواب گرفتن,جواب گرفتن,ostovar_idioms,"['جواب', 'گرفتن']"
جوش خوردن,جوش خوردن,ostovar_idioms,"['جوش', 'خوردن']"
جوش زدن,جوش زدن,ostovar_idioms,"['جوش', 'زدن']"
جوهر داشتن,جوهر داشتن,ostovar_idioms,"['جوهر', 'داشتن']"
رفتن جیز,رفتن جیز,ostovar_idioms,"['رفتن', 'جیز']"
جیز خوردن,جیز خوردن,ostovar_idioms,"['جیز', 'خوردن']"
نطق کشیدن,نطق کشیدن,ostovar_idioms,"['نطق', 'کشیدن']"
جیک نشستن,جیک نشستن,ostovar_idioms,"['جیک', 'نشستن']"
چانه داشتن,چانه داشتن,ostovar_idioms,"['چانه', 'داشتن']"
چانه انداختن,چانه انداختن,ostovar_idioms,"['چانه', 'انداختن']"
چرتکه انداختن,چرتکه انداختن,ostovar_idioms,"['چرتکه', 'انداختن']"
چسی آمدن,چسی امدن,ostovar_idioms,"['چس', '##ی', 'امدن']"
چشم خوردن,چشم خوردن,ostovar_idioms,"['چشم', 'خوردن']"
نظر خوردن,نظر خوردن,ostovar_idioms,"['نظر', 'خوردن']"
چشم برگرداندن,چشم برگرداندن,ostovar_idioms,"['چشم', 'برگرداندن']"
چل زدن,چل زدن,ostovar_idioms,"['چل', 'زدن']"
چله افتادن,چله افتادن,ostovar_idioms,"['چله', 'افتادن']"
چله انداختن,چله انداختن,ostovar_idioms,"['چله', 'انداختن']"
چله بریدن,چله بریدن,ostovar_idioms,"['چله', 'بریدن']"
چله نشستن,چله نشستن,ostovar_idioms,"['چله', 'نشستن']"
هو انداختن,هو انداختن,ostovar_idioms,"['هو', 'انداختن']"
چوب خوردن,چوب خوردن,ostovar_idioms,"['چوب', 'خوردن']"
چین خوردن,چین خوردن,ostovar_idioms,"['چین', 'خوردن']"
حاجت گرفتن,حاجت گرفتن,ostovar_idioms,"['حاجت', 'گرفتن']"
هول زدن,هول زدن,ostovar_idioms,"['هول', 'زدن']"
حرف داشتن,حرف داشتن,ostovar_idioms,"['حرف', 'داشتن']"
حرکت دادن,حرکت دادن,ostovar_idioms,"['حرکت', 'دادن']"
حنا بستن,حنا بستن,ostovar_idioms,"['حنا', 'بستن']"
حناق گرفتن,حناق گرفتن,ostovar_idioms,"['حنا', '##ق', 'گرفتن']"
خفقان گرفتن,خفقان گرفتن,ostovar_idioms,"['خفقان', 'گرفتن']"
خاک خوردن,خاک خوردن,ostovar_idioms,"['خاک', 'خوردن']"
ختم برداشتن,ختم برداشتن,ostovar_idioms,"['ختم', 'برداشتن']"
خدا داشتن,خدا داشتن,ostovar_idioms,"['خدا', 'داشتن']"
اجباری رفتن,اجباری رفتن,ostovar_idioms,"['اجباری', 'رفتن']"
خریدار داشتن,خریدار داشتن,ostovar_idioms,"['خریدار', 'داشتن']"
خستگی گرفتن,خستگی گرفتن,ostovar_idioms,"['خستگی', 'گرفتن']"
خط انداختن,خط انداختن,ostovar_idioms,"['خط', 'انداختن']"
خواب برداشتن,خواب برداشتن,ostovar_idioms,"['خواب', 'برداشتن']"
خواب رفتن,خواب رفتن,ostovar_idioms,"['خواب', 'رفتن']"
خون ریختن,خون ریختن,ostovar_idioms,"['خون', 'ریختن']"
خیال بافتن,خیال بافتن,ostovar_idioms,"['خیال', 'بافتن']"
دالی کردن,دالی کردن,ostovar_idioms,"['دالی', 'کردن']"
دان پاشیدن,دان پاشیدن,ostovar_idioms,"['دان', 'پاشیدن']"
دانه ریختن,دانه ریختن,ostovar_idioms,"['دانه', 'ریختن']"
دبه در آوردن,دبه در اوردن,ostovar_idioms,"['دبه', 'در', 'اوردن']"
نان در آوردن,نان در اوردن,ostovar_idioms,"['نان', 'در', 'اوردن']"
درجا زدن,درجا زدن,ostovar_idioms,"['درجا', 'زدن']"
چرند گفتن,چرند گفتن,ostovar_idioms,"['چرند', 'گفتن']"
دست جنباندن,دست جنباندن,ostovar_idioms,"['دست', 'جنبان', '##دن']"
دست دادن,دست دادن,ostovar_idioms,"['دست', 'دادن']"
دست داشتن,دست داشتن,ostovar_idioms,"['دست', 'داشتن']"
دستش آمدن,دستش امدن,ostovar_idioms,"['دستش', 'امدن']"
دست خواندن,دست خواندن,ostovar_idioms,"['دست', 'خواندن']"
دشت کردن,دشت کردن,ostovar_idioms,"['دشت', 'کردن']"
دق آوردن,دق اوردن,ostovar_idioms,"['دق', 'اوردن']"
دادن دل,دادن دل,ostovar_idioms,"['دادن', 'دل']"
گفتن گل,گفتن گل,ostovar_idioms,"['گفتن', 'گل']"
داشتن دل,داشتن دل,ostovar_idioms,"['داشتن', 'دل']"
دل کندن,دل کندن,ostovar_idioms,"['دل', 'کندن']"
دم گرفتن,دم گرفتن,ostovar_idioms,"['دم', 'گرفتن']"
دماغ گرفتن,دماغ گرفتن,ostovar_idioms,"['دماغ', 'گرفتن']"
دود گرفتن,دود گرفتن,ostovar_idioms,"['دود', 'گرفتن']"
دوره افتادن,دوره افتادن,ostovar_idioms,"['دوره', 'افتادن']"
دوره داشتن,دوره داشتن,ostovar_idioms,"['دوره', 'داشتن']"
ذات داشتن,ذات داشتن,ostovar_idioms,"['ذات', 'داشتن']"
فضا رفتن,فضا رفتن,ostovar_idioms,"['فضا', 'رفتن']"
کپ کردن,کپ کردن,ostovar_idioms,"['کپ', 'کردن']"
سرویس کردن,سرویس کردن,ostovar_idioms,"['سرویس', 'کردن']"
آفت خوردن,افت خوردن,ostovar_idioms,"['افت', 'خوردن']"
آف کردن,اف کردن,ostovar_idioms,"['اف', 'کردن']"
گه خوردن,گه خوردن,ostovar_idioms,"['گه', 'خوردن']"
بخت برگشتن,بخت برگشتن,ostovar_idioms,"['بخت', 'برگشتن']"
قفل کردن,قفل کردن,ostovar_idioms,"['قفل', 'کردن']"
خایه کردن,خایه کردن,ostovar_idioms,"['خای', '##ه', 'کردن']"
خایه چسباندن,خایه چسباندن,ostovar_idioms,"['خای', '##ه', 'چسباندن']"
کس گفتن,کس گفتن,ostovar_idioms,"['کس', 'گفتن']"
اب اماله,اب اماله,moeen_idioms,"['اب', 'امال', '##ه']"
اب بندی,اب بست#بند,moeen_idioms,"['اب', 'بست', '[UNK]', 'بند']"
اب پیکر,اب پیکر,moeen_idioms,"['اب', 'پیکر']"
اب جگر,اب جگر,moeen_idioms,"['اب', 'جگر']"
اب چشم,اب چشم,moeen_idioms,"['اب', 'چشم']"
اب حیات,اب حیات,moeen_idioms,"['اب', 'حیات']"
اب خنک خوردن,اب خنک خوردن,moeen_idioms,"['اب', 'خنک', 'خوردن']"
اب دزدک,اب دزدک,moeen_idioms,"['اب', 'دزد', '##ک']"
اب ژاول,اب ژاول,moeen_idioms,"['اب', 'ژا', '##ول']"
اب سبز,اب سبز,moeen_idioms,"['اب', 'سبز']"
اب سیاه,اب سیاه,moeen_idioms,"['اب', 'سیاه']"
اب شنگرفی,اب شنگرفی,moeen_idioms,"['اب', 'شنگ', '##رفی']"
اب گردش,اب گردش,moeen_idioms,"['اب', 'گردش']"
اب نما,اب نما,moeen_idioms,"['اب', 'نما']"
اب و رنگ,اب و رنگ,moeen_idioms,"['اب', 'و', 'رنگ']"
اب و گل,اب و گل,moeen_idioms,"['اب', 'و', 'گل']"
اب کشیدن,اب کشیدن,moeen_idioms,"['اب', 'کشیدن']"
اباء سبعه,اباء سبعه,moeen_idioms,"['اباء', 'سبع', '##ه']"
اباء علوی,اباء علوی,moeen_idioms,"['اباء', 'علوی']"
ابن السبیل,ابن السبیل,moeen_idioms,"['ابن', 'السبیل']"
ابن الوقت,ابن الوق,moeen_idioms,"['ابن', 'الوق']"
ابواب جمعی,ابواب جمعی,moeen_idioms,"['ابواب', 'جمعی']"
اترخان رشتی,اترخان رشتی,moeen_idioms,"['اتر', '##خان', 'رشتی']"
اتش افروختن,اتش افروختن,moeen_idioms,"['اتش', 'افروختن']"
اتش افروزی,اتش افروزی,moeen_idioms,"['اتش', 'افروزی']"
اتش بازی,اتش بازی,moeen_idioms,"['اتش', 'بازی']"
اتشی شدن,اتشی شدن,moeen_idioms,"['اتشی', 'شدن']"
اتمام حجت,اتمام حجت,moeen_idioms,"['اتمام', 'حجت']"
اجل برگشته,اجل برگشته,moeen_idioms,"['اجل', 'برگشته']"
اجل معلق,اجل معلق,moeen_idioms,"['اجل', 'معلق']"
اچار فرانسه,اچار فرانسه,moeen_idioms,"['اچار', 'فرانسه']"
احوال پرسی,احوال‌پرسی,moeen_idioms,['احوالپرسی']
احوال شخصیه,احوال شخصیه,moeen_idioms,"['احوال', 'شخصیه']"
اخت بودن,اخت بودن,moeen_idioms,"['اخت', 'بودن']"
اختر شمردن,اختر شمردن,moeen_idioms,"['اختر', 'شمردن']"
اختلاط کردن,اختلاط کردن,moeen_idioms,"['اختلاط', 'کردن']"
ادا اطوار,ادا اطوار,moeen_idioms,"['ادا', 'اطوار']"
اداره بازی,اداره بازی,moeen_idioms,"['اداره', 'بازی']"
ادب کردن,ادب کردن,moeen_idioms,"['ادب', 'کردن']"
ادم دو قازی,ادم دو قاز,moeen_idioms,"['ادم', 'دو', 'قاز']"
ادم فروشی,ادم فروشی,moeen_idioms,"['ادم', 'فروشی']"
ادم قحطی,ادم قحطی,moeen_idioms,"['ادم', 'قحطی']"
ارامش جان,ارام جان,moeen_idioms,"['ارام', 'جان']"
ارباب رعیتی,ارباب‌رعیتی,moeen_idioms,"['اربابر', '##عیتی']"
ارزانی داشتن,ارزانی داشتن,moeen_idioms,"['ارزانی', 'داشتن']"
ارسال المثل,ارسال المثل,moeen_idioms,"['ارسال', 'المثل']"
ارمان شهر,ارمان شهر,moeen_idioms,"['ارمان', 'شهر']"
از بن دندان,از بن دندان,moeen_idioms,"['از', 'بن', 'دندان']"
از بن گوش,از بن گوش,moeen_idioms,"['از', 'بن', 'گوش']"
از جا در رفتن,از جا در رفتن,moeen_idioms,"['از', 'جا', 'در', 'رفتن']"
از خشت افتادن,از خشت افتادن,moeen_idioms,"['از', 'خشت', 'افتادن']"
از خود راضی,از خود راضی,moeen_idioms,"['از', 'خود', 'راضی']"
از سر,از سر,moeen_idioms,"['از', 'سر']"
از ما بهتران,از ما بهتران,moeen_idioms,"['از', 'ما', 'بهتران']"
ازرق پوش,ازرق پوش,moeen_idioms,"['ازر', '##ق', 'پوش']"
اس و پاس,اس و پاس,moeen_idioms,"['اس', 'و', 'پاس']"
اسب دواندن,اسب دواندن,moeen_idioms,"['اسب', 'دواندن']"
اسباب بازی,اسباب‌بازی,moeen_idioms,['اسباببازی']
استخوان بندی,استخوان‌بندی,moeen_idioms,['استخوانبندی']
استخوان دار,استخوان دار,moeen_idioms,"['استخوان', 'دار']"
استر بدرقه,استر بدرقه,moeen_idioms,"['استر', 'بدرقه']"
استراق سمع,استراق سمع,moeen_idioms,"['استراق', 'سمع']"
استره لیسیدن,استره لیسیدن,moeen_idioms,"['استر', '##ه', 'لیسی', '##دن']"
استکانی زدن,استکانی زدن,moeen_idioms,"['استکان', '##ی', 'زدن']"
استین افشاندن,استین افشاندن,moeen_idioms,"['استین', 'افشان', '##دن']"
استین پوش,استین پوش,moeen_idioms,"['استین', 'پوش']"
استین سر خود,استین سر خود,moeen_idioms,"['استین', 'سر', 'خود']"
اسم شب,اسم شب,moeen_idioms,"['اسم', 'شب']"
اسم و رسم دار,اسم و رسم دار,moeen_idioms,"['اسم', 'و', 'رسم', 'دار']"
اسمان خراش,اسمان خراش,moeen_idioms,"['اسمان', 'خراش']"
اسمان و ریسمان,اسمان و ریسمان,moeen_idioms,"['اسمان', 'و', 'ریسمان']"
اسیاب گردان,اسیاب گردان,moeen_idioms,"['اسیاب', 'گردان']"
اش الو شدن,اش الو شدن,moeen_idioms,"['اش', 'الو', 'شدن']"
اش پشت پا,اش پشت پا,moeen_idioms,"['اش', 'پشت', 'پا']"
اش خور,اش خور,moeen_idioms,"['اش', 'خور']"
اش در,اش در,moeen_idioms,"['اش', 'در']"
اش دهن سوز,اش دهن سوز,moeen_idioms,"['اش', 'دهن', 'سوز']"
اش شله,اش شله,moeen_idioms,"['اش', 'شله']"
اشفته سامان,اشفته سامان,moeen_idioms,"['اشفته', 'سامان']"
افتاب پرست,افتاب پرست,moeen_idioms,"['افتاب', 'پرست']"
افتاب گز کردن,افتاب گز کردن,moeen_idioms,"['افتاب', 'گز', 'کردن']"
افسار سر خود,افسار سر خود,moeen_idioms,"['افسار', 'سر', 'خود']"
افسانه گو,افسانه گو,moeen_idioms,"['افسانه', 'گو']"
افندی پیزی,افندی پیزی,moeen_idioms,"['افندی', 'پیز', '##ی']"
اق زدن,اق زدن,moeen_idioms,"['اق', 'زدن']"
اق سنقر,اق سنقر,moeen_idioms,"['اق', 'سنقر']"
اقا بالا سر,اقا بالا سر,moeen_idioms,"['اقا', 'بالا', 'سر']"
ال تمغا,ال تمغا,moeen_idioms,"['ال', 'تم', '##غا']"
ال عبا,ال عبا,moeen_idioms,"['ال', 'عبا']"
البالو گیلاس چیدن,البالو گیلاس چیدن,moeen_idioms,"['البالو', 'گیلاس', 'چیدن']"
الم شنگه,الم شنگه,moeen_idioms,"['الم', 'شنگ', '##ه']"
ام القری,ام‌القری,moeen_idioms,"['امالق', '##ری']"
ام الکتاب,ام‌الکتاب,moeen_idioms,"['امال', '##کتاب']"
امان دادن,امان دادن,moeen_idioms,"['امان', 'دادن']"
امد داشتن,امد داشتن,moeen_idioms,"['امد', 'داشتن']"
امد نیامد,امد نیامد,moeen_idioms,"['امد', 'نیامد']"
