idiom,label,source,meaning
گاوش زائید,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گاوش زائید\nگرفتاری و بدبختی یا ضرری برایش پیش آمد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گدا به گدا رحمت به خدا,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گدا به گدا رحمت به خدا\nکمک و دستگیری یا راهنمایی فقیری به مستحق تر از خود، پناه بردن بی نوا به بی نوای دیگر."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گدا حیا ندارد,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گدا حیا ندارد\nبر اثر تکرار خواهش و تمنا آبرویش ریخته شده و شرم نمی کند."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گدابازی دراوردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( گدابازی درآوردن )\nمعنی اصطلاح -> گدابازی درآوردن\nخست نشان دادن؛ صرفه جویی بیش از اندازه کردن\nمثال:\nگدابازی درنیار دیگه، سرتاپاش چقدر ارزش داره که نصفش رو هم نگه داریم؟"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گذر پوست به دباغ خانه می افتد,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> گذر پوست به دباغ خانه می افتد\nنوعی اخطار / تهدید؛ هنگاهی گفته می شود که کسی به دیگری بدی کرده و کسی که به او بدی شده می گوید که آن دیگری بار دیگر با او سروکار خواهد داشت / به او نیازمند خواهد شد.\nمثال:\nاز زمانی که موقعیتی پیدا کرده و به آلاف واولوفی رسیده، همه ی دوستی های سابق را فراموش کرده و به کسی اعتنا نمی کند؛ اما دنیا همین یکی دو روز نیست؛ گذر پوست بالاخره به دباغ خانه می افتد."", ""پیشنهاد کاربران"": ""گذر پوست به دباغ خونه می افته به منظور به جهت تهدید و تنبیه متهم است که پلیس متهم را تهدید و تنبیه می کند\nمفهوم و معنی گذر پوست به دباغ خونه می افته این واژه کنایه است.\nگذر پوست به دباغ خونه می افته یک واژه عامیانه و کنایه است و مثلی و یک ضرب المثل برای تهدید و تنبیه متهم است\nگذر پوست به دباغخانه می افتد: [ کنایه، عامیانه ] مثلی است که به تهدید یا تنبیه می گویند یعنی سرانجام تو نیز روزی گرفتار خواهی شد.\n+ عکس و لینک""}"
گر تو بهتر می زنی بستان بزن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> گر تو بهتر می زنی، بستان بزن !\nاگر تو در این زمینه دانش / مهارت بیشتری داری، خودت کار را انجام بده و دخالت بیهوده در کار دیگران نکن\nمثال:\nخودش اصلا هِر را از بِر تشخیص نمی دهد، اما دایم به کار دیگران ایراد می گیرد. کسی نیست به او بگوید: گر تو بهتر می زنی، بستان بزن.\nتوضیح:\nهمچنین ← «اگر بیل زنی / بیل زن خوبی هستی، باغچه ی خودت را بیل بزن !»"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گر صبر کنی ز غوره حلوا سازی,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گر صبر کنی ز غوره حلوا سازی\nبا صبر و حوصله کم کم کارها درست می شود، به طوری که حتی می توان ازغوره ترش حلوای شیرین به دست آورد."", ""پیشنهاد کاربران"": ""Rome was not built in a day\n“Everything comes to him who waits”\nگر صبر کنی ز غوره حلوا سازی : [ عامیانه ، ضرب المثل] کارها با صبر وبردباری انجام می شود .\n+ عکس و لینک""}"
گران تمام شدن برای کسی,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> گران تمام شدن برای کسی\nپیامدهای بدی برای کسی داشتن\nمثال:\nصدبار به او گفتم، این کارها برایت گران تمام می شود ولی گوش نداد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گربه امد و ان دنبه را برد,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( گربه آمد و آن دنبه را برد )\nمعنی ضرب المثل -> گربه آمد و آن دنبه را برد\nباید بجنبی و چاره کار خود کنی و گرنه ر نود از تو جلو می افتند. گربه را دم حجله باید کشت"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گربه دستش به گوشت نمی رسه میگه بو میده,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گربه دستش به گوشت نمی رسه میگه بو میده\nکسی که از بدست آوردن یا انجام خواسته و موقعیت مورد نظرش محروم و ناامید شده روی آن چیز عیب می گذارد و اینطور خود یا دیگران را قانع می کند که مناعت طبع دارد."", ""پیشنهاد کاربران"": ""Sour grapes\nSour graps\nآن اولی مربوط به کس ندارد پشت من جز ناخن انگشت من میشه\nThe grapes are sour ببخشید بالایی را اشتباه فرستادم تصحیح می کنم\nA mansbest friendsare him ten fingers\n۱ - منظور از گربه، آدمی است که از چیزی در زندگی محروم شده و علت نداشتن آن چیز را حریص نبودن خود می داند و روی آن عیب می گذارد.\n۲ - یعنی کسی که در کارهایش موفق نشده دیگران را هم از انجام آن کار منع می کند.\n...\n[مشاهده متن کامل]\n۳ - این ضرب المثل زمانی به کار می رود که فردی خودش موقعیت و مقامی ندارد ولی اگر کسی به آن مقام و موقعیت برسد، با دادن انرژی منفی و بیان نکات منفی، او را منصرف می کند.\n۴ - به کسانی می گویند که سعی دارند دیگران را از انجام کارهایشان بازدارند زیرا خودشان از عهده انجام آن کار بر نمی آیند.\n۵ - یعنی عیب گذاشتن روی چیزی که فاقد عیب است.\n۶ - کسی که نمی تواند از عهده کاری بر آید، روی آن کار عیب و ایراد می گذارد و هیچ اختیاری در آن ندارد درباره آن بدگویی می کند.\nداستان ضرب المثل گربه دستش به گوشت نمی‎رسه میگه بو میده\nروزی از روزها قصاب محل، گوشت تازه ای را در مغازه آویزان کرده بود. یک لحظه قصاب برای انجام کاری به مغازه ی کناری اش رفت. گربه ی محل هم که از دور تماشا می کرد و دهانش آب افتاده بود، آرام و هوشمندانه خود را به مغازه رساند ولی دستش به قلابی که گوشت از آن آویزان بود نرسید.\nتخته ای را که قصاب روی آن گوشت را ساطوری می کرد زیر پایش گذاشت ولی تخته چرب بود و گربه به زمین افتاد. چند بار که این کار را امتحان کرد موفق نشد و بالاخره با دیدن قصاب پا به فرار گذاشت.\nگربه چون موفق نشده بود، برای این که آبرویش نرود و ضایع نشود، دستش را جلوی بینی اش گرفت و گفت : ” پیف پیف این گوشت بو می دهد ! ” از آنوقت به بعد هرگاه کسی که از انجام کاری ناتوان است و از آن بدگویی می کند این ضرب المثل را برایش را بکار می برند.\nمنابع\n• https://www.daneshchi.ir/category/zarbolmasal-irani/\n+ عکس و لینک""}"
گربه را باید دم حجله کشت,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گربه را باید دم حجله کُشت\nهمان اول کار باید از طرف زهره چشم گرفت تا حساب کار خودش را بکند."", ""پیشنهاد کاربران"": ""ترکیب کنایی به معنای آغاز هر کاری باید محکم کاری کرد.\n+ عکس و لینک""}"
گربه را دم یا پای حجله کشتن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> گربه را دم / پای حجله کشتن\nدرموقع مناسب / در اولین برخورد با قاطعیت عمل کردن و کسی را به اطاعت واداشتن\nمثال:\nآق داداشم گفت گربه رو باید دم حجله بکشی، اگر از اول شُل بدی کلات پس معرکه ست. من هم تا رسیدم شروع کردم به دادوفریاد و هارت وپورت..."", ""پیشنهاد کاربران"": ""ضرب المثل ترکی :پیشیک اولدوروب گلین گؤزی قورخودور .\nترجمه : گربه را می کشد تا چشم عروس را بترساند.\nشعر 1: قصد او بر من حکومت راندن است گربه کشتن نو عروس خانه را ترساندن است\nشعر 2: گربه را گردن زنی با طبل و کوس تا بگیری زهره چشم ازنو عروس\nشعر از علی باقری\n+ عکس و لینک""}"
گربه رقصاندن,Negative,abadis_proverb,"{""لغت نامه دهخدا"": ""گربه رقصاندن. [ گ ُ ب َ / ب ِ رَ دَ ] ( مص مرکب ) در کارها مانع بوجود آوردن. کاری را به تأخیر انداختن. تعلل و امروز و فردا کردن در ادای حقی. تعلل و مماطله در ادای حقی با دلیل های سست. گربه رقصانی. گربه رقصانی کردن."", ""فرهنگ فارسی"": ""( مصدر ) ۱ - مانع ایجاد کردن : گربه می رقصانی از جفت و کلک آخر ای مومن . چه شد حق نمک ? ( اشرف الدین حسینی نسیم شمال ) ۲ - کاری را بتاخیر انداختن تعلل کردن مماطله کردن ."", ""فرهنگ معین"": ""( ~ . رَ دَ ) (مص ل . ) (عا. ) در انجام کار خلل وارد کردن و آن را به تأخیر انداختن ."", ""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گربه رقصاندن\nبازی در آوردن، کسی را سر دواندن و بازی دادن."", ""پیشنهاد کاربران"": ""معادل این اصطلاح در کردی میشه:\n�وه ک ته شی هه لسووراندن� - وَک تَشی هَلْسوراندْدْن -\nترجمه ی تحت اللفظیش میشه:\n�مثل دوک چرخاندن�\nبه دوک در کردی �ته شی� گفته میشه که یکی از ابزارهای مورد استفاده ی زنان کُرد در گذشته بوده. ازش برای درست کردن نخ پشمی استفاده میشده از پشم گوسفندان خودشون.\n...\n[مشاهده متن کامل]\nاگر شانس این رو داشتین که یه زن کُرد رو در حال نخ ریسی با دوک دیده باشین متوجه میشین که این کار با چرخاندن بی وقفه ی دوک انجام میشه.\nبازی در آوردن، کسی را سر دواندن و بازی دادن.\n+ عکس و لینک""}"
گربه رقصاندن یا گربه رقصانی دراوردن یا کردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( گربه رقصاندن یا گربه رقصانی درآوردن یا کردن )\nمعنی اصطلاح -> گربه رقصاندن؛ گربه رقصانی درآوردن / کردن\nاز امروز به فردا کردن؛ اشکال تراشیدن\nمثال:\n- با این گربه رقصاندن ها نمی توانی سر من را کلاه بگذاری، من همین امروز طلبم را می خواهم.\n- از دوماه پیش هر روز یک چیز تازه ای مطالبه می کنند؛ گربه رقصانی درآورده اند."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گربه شور,Negative,abadis_proverb,"{""فرهنگ عمید"": ""چیزی را به عجله و ناتمام شستن.\n* گربه شور کردن: (مصدر متعدی ) [عامیانه، مجاز] = گربه شور"", ""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گربه شور\nتمیز و درست و حسابی نشُستن، شستشوی سرسری و ناقص ( مثل گربه ای که خود را فقط در آب می غلتاند )."", ""پیشنهاد کاربران"": ""در مناطق کردی میگن پشیله شور peshila shor\nشستنی که با آبی مختصر یا یک ظرف آب انجام شود.\n+ عکس و لینک""}"
گردنم از مو باریک تر,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گردنم از مو باریک تر\nدر مقابل حرف حق و سخن به جا تسلیم هستم و آن را می پذیرم."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گرسنگی نکشیدی عاشقی یادت بره,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گرسنگی نکشیدی عاشقی یادت بره\nفقیر و درمانده ای که از کم ترین امکانات و رفع احتیاجات خود محروم است، دیگر نمی تواند به عشق و عاشقی فکر کند."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گرگ در لباس میش,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گرگ در لباس میش\nظاهری در فریبنده و مظلوم نمایانه برای آسیب رساندن و نابودی."", ""پیشنهاد کاربران"": ""دقیقا معادلِ این اصطلاح در انگلیسی می باشد: a wolf in sheep's clothing\n+ عکس و لینک""}"
گرم گرفتن,Positive,abadis_proverb,"{""لغت نامه دهخدا"": ""گرم گرفتن. [ گ َ گ ِ رِ ت َ ] ( مص مرکب ) گرم گرفتن با...؛ بدوستی و مهربانی با کسی رفتار کردن. معاشرت کردن."", ""فرهنگ فارسی"": ""گرم گرفتن با کسی . ( مصدر ) اظهار دوستی کردن با وی معاشرت کردن : یکی دو نفر از شاگردهای تنبل با او گرم گرفتند آن هم برای اینکه از روی حل مسئل. ریاضی و تکلیفهای او رو نویس بکنند ."", ""فرهنگ معین"": ""( ~ . گِ رِ تَ ) (مص م . ) کسی را مورد تفقد قرار دادن ."", ""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گرم گرفتن\nتحویل گرفتن کسی و با او خودش و بش کردن و صمیمی شدن."", ""پیشنهاد کاربران"": ""گرم گرفتن ؛ با کسی زیاد معاشرت کردن.\nکنایه از خوب شدن با کسی ، تحویل گرفتن کسی و اعتنا و توجه\nگرم گرفتن garm gereftan , در گویش شهر بابکی یعنی خوش زبانی کردن برای جلب کسی ، ویا رفت آمد برای خواستگاری رو میگن، گرمش بگیرین یعنی ولشون نکنین ، زیاد رفت وامد کنید\nto get on like a house on fire\n+ عکس و لینک""}"
گزک دست کسی دادن یا افتادن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> گَزَک [ به ] دست کسی دادن / افتادن\nبهانه ویا دستاویز به دست کسی دادن / افتادن؛ مدرک به دست کسی دادن / افتادن\nمثال:\n- اگه کوچک ترین گزکی دستش بدی دیگه دست از سرت برنمی داره.\n- حواست باشد گزک دستشان نیفتد، این ها همین جوری هم چشم ندارند ما را ببینند.\nتوضیح:\nگزک به فتح «گ» و «ز» ازجمله به معنی نوبت، دفعه و به ویژه نوبت آب در کشاورزی است ( فرهنگ معین ). با این حساب، «گزک به دست کسی دادن» دراصل به معنی نوبت را به دیگری دادن بوده است و آنچه امروز از این اصط. فهمیده می شود، معنی مجازی و دگرگون یافته ی آن است."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گل از گلش شکفت,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گل از گُلش شکفت\nخوشحال و خندان شد ( اشاره به غنچه که بر اثر نسیم صبحگاهی شکفته شده و تبدیل به گل می شود )."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گل بود به سبزه نیز اراسته شد,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( گل بود به سبزه نیز آراسته شد )\nمعنی ضرب المثل -> گل بود به سبزه نیز آراسته شد\nدر ظاهر یعنی: خوب بود خوب تر هم شد، اما غالباً برعکس و به طعنه در مورد زیادتر شدن عیب کار گفته می شود یعنی: خیلی کم عیب و مشکل داشت یکی دیگر هم اضافه شد."", ""پیشنهاد کاربران"": ""surprise surprise\n+ عکس و لینک""}"
گل سر سبد,Positive,abadis_proverb,"{""لغت نامه دهخدا"": ""گل سرسبد. [ گ ُ ل ِ س َ رِ س َ ب َ / س َ س َ ب َ ] ( ترکیب اضافی ، اِ مرکب ) گل روی سبد. ( آنندراج ). || کنایه از سرمایه رونق و چیزی که از امثال خود بهتر و معزز و ممتاز باشد، چه معمول گل فروشان و باغبانان است هر گلی که از جمله گلها کلان و بهتر باشد آنرا بر سر سبدی که از گلها پر باشد می نهند. ( غیاث ). برگزیده. برجسته. ممتاز :\nگل سرسبد را دهد باغبان\nدر آخر به بالای گلها مکان.\nملاطغرا ( از آنندراج ).\nگل سرسبدم اشک سرخ و چهره زرد\nز باغ عشق نچیدیم جز گل حرمان.\nسنجر کاشی ( از آنندراج ).\nگل سرسبد عمر چشم بیدار است\nبرغم دیده گلچین روزگار مخسب.\nصائب ( از آنندراج )."", ""فرهنگ فارسی"": ""گل روی سبد\nروی سبد، گل زیباوبرگزیده، وکنایه ازشخص برگزیده وعزیز، روی سبد، گل زیباوبرگزیده، وکنایه ازشخص برگزیده وعزیز"", ""فرهنگ معین"": ""(گُ لِ سَ. سَ بَ )(ص مر. )کنایه از: آدم محبوب و برگزیده ."", ""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گل سر سبد\nبهترین و عزیزترین فرد یا چیز در میان بقیه."", ""پیشنهاد کاربران"": ""برآمد و برگزیدهء چیزی\npi�ce de r�sistance\nنقاوه\n+ عکس و لینک""}"
گل گفتن و گل شنیدن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گُل گفتن و گل شنیدن\nرد و بدل شدن حرف های خوب، زیبا و صمیمانه بین دو نفر."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گنده گوزی کردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> گُنده گوزی کردن\nخودبزرگ نمایی / ادعای توخالی کردن؛ تظاهر به بااهمیت بودن / بزرگی\nمثال:\nاین بار اولش نیست که از این گُنده گوزی ها می کنه. همیشه هم وقتی پای عمل می رسه، یکباره گم وگور می شه."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گنه کرد در بلخ اهنگری به شوشتر زدند گردن مسگری,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( گنه کرد در بلخ آهنگری به شوشتر زدند گردن مسگری )\nمعنی ضرب المثل -> گنه کرد در بلخ آهنگری / به شوشتر زدند گردن مسگری\nهنگامی که تاوان گناه و خطای کسی را دیگری پس بدهد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گوجه زدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> گوجه زدن\nتگری زدن ( بالا آوردن )"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گورم کجا بود که کفنم باشه,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گورم کجا بود که کفنم باشه\nبی چیز و فقیر و تهی دست."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گوز را به شقیقه زدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گوز را به شقیقه زدن\nدو چیز و دو موضوع بی ربط را به هم مربوط ساختن."", ""پیشنهاد کاربران"": ""همبستگی توهمی/ همبستگی پنداری: تشخیصِ ارتباط بینِ دو متغیر ( رویدادها، اعمال، ایده ها و. . . ) ، در حالی که واقعاً مرتبط نیستند.\nIllusory Correlation is� when we see an association between two variables ( events, actions, ideas, etc. ) when they aren't actually associated\n+ عکس و لینک""}"
گوش اگر گوش تو و ناله اگر ناله ماست انچه البته به جایی نرسد فریاد است,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( گوش اگر گوش تو و ناله اگر نالة ماست آنچه البته به جایی نرسد فریاد است )\nمعنی ضرب المثل -> گوش اگر گوش تو و ناله اگر نالة ماست / آنچه البته به جایی نرسد فریاد است\nکسی که نسبت به درخواست ها و نصایح دیگران بی توجه و بی اعتناس و یا عمداً نمی خواهد آن ها را بشنود و بپذیرد، بنابراین با زور و داد و فریاد هم نمی توان به او فهماند."", ""پیشنهاد کاربران"": ""بی اعتنایی به نظر دیگران\n+ عکس و لینک""}"
گوش شیطان کر چشم شیطان کور,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گوش شیطان کر، چشم شیطان کور\nهنگامی که بخواهند از روبراه شدن وضعیتی خبر بدهند می گویند."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گوشت از دهان گرگ کشیدن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گوشت از دهان گرگ کشیدن\nکار بسیار سخت و خطرناکی را با مهارت و شجاعت و از جان گذشتگی انجام دادن."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گوشتش زیر دندونشه,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گوشتش زیر دندونشه\nکسی را می گویند که جگر گوشه اش تحت اراده و اختیار کسی دیگری است و باید در برخورد با او احتیاط و مدارا کند."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گوشش بدهکار نیست,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گوشش بدهکار نیست\nبه نصایح، ایرادها و خواسته های دیگران گوش نمی دهد و توجهی ندارد، نسبت به اوضاع و احوال پیرامونش بی تفاوت و بی خیال است."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گولاخ,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> گولاخ\nبه ترکی یعنی گوش و به آدم درب و داغون و نخراشیده می گویند"", ""پیشنهاد کاربران"": ""می توان این واژه ی زشت را با \"" لَمتُر\"" جایگزین کرد.\nگولاخ همون گولیاث یا جالوت هست که غول بی شاخ و دمی بوده در زمان بنی اسراییل\nگولاخ یعنی آدم لاشی و پستفطرت و چرکین سفت\nادم بی عقل\nدر قدیم در برخی از روستاهای ترک زبان �:به تون و آتشدان حمام را هم گولاخ می گفتند �\nمثلا اگر سر و روی کسی سیاه بود می گفتند از گولاخ امدی؟؟!!\nسلام\nدر قدیم تون و آتشدان حمام را هم گولاخ می گویند\nساری گولاخ در ترکی به آدم بد حق و حساب گفته میشه، نه به آدم احمق و کودن\n۱. غول آسا - هیکلی - تنومند\n۲. نفهم - بیشعور\n۳. عصبی ( رو من نمیدونستم. دوستان زیاد اشاره کردن. پس شاید درست باشه )\n*در فارسی عامیانه و لفظ خیابانی، خصوصاً بین قشر جوان زیاد استفاده میشه.\n...\n[مشاهده متن کامل]\n1. Colossal/Massive/Gigantic/Big - boned/big - framed/beefy\n2. Imbecile/Moron/braindead/airhead/idiot/stupid/Fool\nBrainless/daft/goofy/dimwit/dumb/dummy/dumbass/pinhead\n3. belligerent/Irritable/testy/touchy/irascible/hostile\naggressive\nگولاخ در ترکی یعنی گوش\nاصلاح عامیانه همان غول آخر هست\nغولآخ\nمعنی یعنی شاخ بودن\nیعنی آدم گنده، هیکلی بد قیافه و کم عقل عصبانی.\nشاید از تلفظ دیگر نام جالوت اومده باشه ( گولایث ) . تو داستان ها هم جالوت خیلی آدم گولاخی بوده در مقایسه با داوود.\nدوستان همه معنی را درست گفته اند گولاخ یعنی آدم درشت هیکل. . .\nاما پیشنهاد من این است که این تغییر یافته واژه روسی گولاک است که به افراد حزب کمونیست روسیه می گفتند که خیلی مردم را اذیت می کردند ظاهرا از زمان حضور روس ها در ایران باقی مانده گولاک ها در خود روسیه هم خوشنام نیستند و دهقانان را اذیت می کردندشاید این واژه از طریق آذربایجان شوروی وارد ایران شده است.\n...\n[مشاهده متن کامل]\nترکی به معنی گوش هست\nسآری گولاخ در اصطلاح ترکی آدم نفهم و کودن\nکسی میدونه اصطلاح \"" ساری گولاخ \"" در ترکی به چه معناست؟!\nینی بی عقل و اسکل\nگولاخ لفظ عامیانه است و برای افرادی که از نظر جثه و هیکل ، بزرگ و قوی هستند به کار می رود البته معانی پنهانی از جمله بی عقل ، کله خر ( آدم بی اعصاب ) به همراه جثه بزرگ هم دارد ؛ در کل به کسی گولاخ می گویند\n...\n[مشاهده متن کامل]\nکه جثه بزرگ و اندامی تنومند دارد ولی کم عقل و بی اعصاب است ؛ برای تحقیر افراد دارای جثه بزرگ به دلیل معنی پنهان نفهم و بی عقل هم به کار می رود؛\nگولاخ یعنی. گنده وقوی\nگولاخ یعنی یک انسان تنومند کم عقل که زود عصبانی میشه\nگنده، شاخ، هیکلی\nگولاخ کلمه ترکی آذری به معنی گوش است\nمشاهده ادامه پیشنهادها (١٠ از ٢٢)\n+ عکس و لینک""}"
گیر سه پیچ,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> گیر سه پیچ\nسماجت بسیار"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
گیرم پدر تو بود فاضل از فضل پدر تو را چه حاصل,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گیرم پدر تو بود فاضل / از فضل پدر تو را چه حاصل؟\nارزش و اعتبار هر فرد به علم و هنر سرمایه وجودی خود اوست نه به فضائل پدر یا اصل و نسبش."", ""پیشنهاد کاربران"": ""زیباترین مصداق برای بسیاری از پارتی بازی هاو رانت خواری های کثیف در کشورعزیزمان که خون هر انسان شریف و آزاده ای را به جوش میاورد\n+ عکس و لینک""}"
گیوه را ور کشیدن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> گیوه را ور کشیدن\nآماده شدن و راه افتادن برای اقدام و دست زدن به کاری."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
لاپایی درکردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> لاپایی درکردن ( غیرمودبانه )\nچیزی را مخفیانه و با زیرکی از خود دور کردن\nمثال:\nآقابزرگ استاد لاپایی درکردن بود. اگه چیزی می گفتیم که باب طبعش نبود، نشنیده می گرفت و اگه تکرار می کردیم، خودشو به کلی به کری می زد، اما برای چیزهایی که به نفعش بود، گوش های تیزی داشت.\nتوضیح:\nلاپایی دراصل واژه ای عامیانه به معنی برقراری رابطه ی جنسی میان زن و مرد، بدون دخول است."", ""پیشنهاد کاربران"": ""در نبود شرایط برقراری کامل ارتباط جنسی از این تکنیک اسفاده می شود.\n+ عکس و لینک""}"
لاس خشکه زدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> لاس خشکه زدن\nسخنان عاشقانه گفتن یا اظهار عشق کردنِ بی نتیجه / بی آنکه به جواب مساعدی از طرف مقابل بیانجامد.\nمثال:\nدر همه ی مجالس حضور دارد و با زنان گرم می گیرد، به طوری که هرکس او را ببیند خیال می کند کازانوا ظهور کرده. درحالی که این ها فقط لاس خشکه اند و هیچ کس او را جدی نمی گیرد."", ""پیشنهاد کاربران"": ""حرف زدن ممتد و بیخود همراه با خوشرویی و خوش صحبتی بی آنکه نتیجه ای در پی داشته باشد.\nصحبت کردن خشک و خالی هیچ ماچ و بوسه و. . . . نباشد\nسخن بیهوده به میان راندن\nسخن نا مربوط به میان راندن\nیعنی خشک خشک به زن دست زدن\n+ عکس و لینک""}"
